Name,Price
Cauliflower Manchurian Gravy,₹270
Veg Chow Chow Gravy,₹270
Fried Veg Garlic Sauce,₹270
Veg Sweet And Sour Gravy,₹260
Mix Veg Schezwan Gravy,₹260
Mix Veg Hong Kong Gravy,₹260
Veg Mangolian With Garlic Sauce,₹260
Veg Peking Sauce,₹260
Veg Ginger Sauce,₹260
Veg Ball And Grilled Onion Gravy,₹260
Veg Ball Garlic Sauce Gravy,₹260
Veg Baby Corn Gravy,₹260
Veg Baby Corn Manchurian Gravy,₹270
Shiv Sagar Veg Combination Gravy,₹280
Veg Special Green Pepper Sauce,₹280
Veg Paneer Chilly Gravy,₹280
Veg Baingan Chilly Gravy,₹260
Kung Pao Paneer Gravy,₹290
Black Pepper Paneer Gravy,₹290
Plain Chapaati,₹25
Butter Chapaati,₹35
Steamed Rice,₹160
Jeera Rice,₹220
Lemon Rice,₹230
Curd Rice,₹220
Kolhapuri Rice,₹240
Palak Rice,₹240
Tomato Rice,₹240
Veg Pulao,₹240
Green Peas Pulao,₹240
Paneer Pulao,₹260
Cheese Pulao,₹290
Kashmiri Pulao,₹260
Shahjani Pulao,₹260
Tawa Pulao,₹260
Cheese Tawa Pulao,₹280
Paneer Tawa Pulao,₹270
Veg Biryani,₹260
Paneer Biryani,₹280
Paneer Tikka Biryani,₹285
Kashmiri Biryani (Sweet),₹270
Mughlai Biryani,₹270
Shahi Biryani,₹270
Makhanwala Biryani,₹270
Shiv Sagar Special Biryani,₹320
Handi Dum Biryani,₹280
Handi Hyderabadi Biryani,₹280
Veg Cheese Biryani,₹310
Kofta Biryani,₹290
Chole Alu Biryani,₹260
Dal Khichidi,₹230
Palak Khichidi,₹250
Dal Khichdi Tadka,₹240
Black Dal Khichdi,₹260
Black Dal Khichdi Tadka,₹270
Idli Sambar And Chutney,₹85
Vada Sambar And Chutney,₹95
Idli Vada Sambar And Chutney,₹90
Dahi Vada,₹160
Idli Fry,₹120
Idli Dahi,₹150
Idli Butter,₹110
Podi Idli,₹140
Sada Dosa,₹125
Masala Dosa,₹145
Rava Sada Dosa,₹135
Rava Masala Dosa,₹155
Onion Rava Sada Dosa,₹150
Onion Rava Masala Dosa,₹165
Mysore Sada Dosa,₹140
Mysore Masala Dosa,₹155
Palak Sada Dosa,₹165
Palak Masala Dosa,₹175
Schezwan Sada Dosa,₹145
Schezwan Masala Dosa,₹165
Veg Spring Dosa,₹195
Palak Spring Dosa,₹210
Cheese Spring Dosa,₹225
Cheese Palak Spring Dosa,₹250
Pineapple Spring Dosa,₹235
Cheese Pineapple Spring Dosa,₹250
China Town Spring Dosa,₹235
Podi Dosa,₹150
Podi Masala Dosa,₹170
Butter Sada Dosa,₹135
Butter Masala Dosa,₹155
Butter Rava Sada Dosa,₹145
Tawa Idli,₹250
Idli Chilly Dry,₹260
Set Dosa,₹145
Baby Dosa,₹145
Neer Dosa,₹170
Cocktail Dosa,₹210
Chilli Milly Dosa,₹155
Cheese Sada Dosa,₹185
Cheese Masala Dosa,₹215
Crispy Schezwan Dosa,₹225
Chopsuey Dosa,₹225
Appam Dosa,₹170
Shiv Sagar Special Pav Bhaji Dosa,₹230
Cheese Paper Sada Dosa,₹245
Cheese Paper Masala Dosa,₹260
Paper Sada Dosa,₹170
Paper Masala Dosa,₹190
Paneer Chilli Dosa,₹250
Sada Uttapam,₹125
Onion Uttapam,₹155
Masala Uttapam,₹170
Capsicum Uttapam,₹165
Coconut Uttapam,₹170
Cheese Uttapam,₹180
Tomato Uttapam,₹160
Tomato Onion Uttapam,₹160
Tomato Omlet,₹180
Veg Fried Rice,₹250
Veg Fried Rice With Noodles,₹280
Veg Chinese Pulao,₹260
Veg Ginger Fried Rice,₹270
Veg Hong Kong Fried Rice,₹280
Veg Schezwan Fried Rice,₹265
Veg Schezwan Mushroom Fried Rice,₹260
Veg Singapuri Fried Rice,₹270
Veg Mushroom Fried Rice,₹280
Veg Seven Jewel Rice,₹260
Shanghai Fried Rice,₹280
Mix Veg Fried Rice,₹280
Triple Schezwan Rice,₹320
Mix Veg Fried Rice With Noodle,₹270
Triple Schezwan Noodles,₹330
Veg Hakka Noodles,₹260
Veg Peking Noodles With Gravy,₹280
Veg Schezwan Noodles,₹280
Veg Schezwan Fried Rice With Noodles,₹280
Mix Veg Fried Noodles,₹280
Singapuri Noodles,₹280
American Chopsuey With Gravy,₹290
Chinese Chopsuey With Gravy,₹290
Veg Chowmein,₹270
Burnt Garlic Noodles,₹280
Veg Hakka Chowmein,₹280
Original Margherita Pizza,₹320
Original Mexican Pizza [10 inches],₹345
Veg Supremo Pizza [10 inches],₹345
Hot and Spicy Pizza [10 inches],₹345
Tropical Pizza,₹345
Shiv Sagar Special Pizza [10 inches],₹345
Paneer Tikka Pizza [10 inches],₹350
Paneer Barbeque Pizza [10 inches],₹350
Cheese Pizza,₹230
Veg Cheese Pizza,₹240
Jain Pizza,₹240
Mushroom Pizza,₹260
Mexican Pizza,₹260
Washington Pizza,₹260
Mumbai Masala Pizza,₹270
Veg Hot Dog,₹160
Veg Cheese Hot Dog,₹190
Chutney Sandwich,₹95
Veg Sandwich,₹110
Veg Mayo Sandwich,₹120
Veg Toast Sandwich,₹135
Veg Grilled Sandwich,₹160
Special Veg Cheese Grilled Sandwich,₹210
Omlet Sandwich,₹160
Toast Omlet Sandwich,₹170
Toast Omlet Grilled Sandwich,₹195
Veg Cheese Sandwich,₹160
Veg Cheese Mayo Sandwich,₹140
Jam Toast Sandwich,₹120
Club Sandwich,₹190
Russian Sandwich,₹180
Veg Cheese Burger,₹190
Bread Butter Sandwich,₹80
Toast Bread Butter Sandwich,₹100
Bread Butter Jam Sandwich,₹100
Toast Bread Butter Jam Sandwich,₹100
Grilled Hot Gang Sandwich,₹210
Grilled Aloo Matar Sandwich,₹210
Grilled Garlic Chilly Cheese Toast Sandwich,₹210
Cheese Sandwich,₹160
Cheese Toast Sandwich,₹170
Cheese Grilled Sandwich,₹180
Pav Bhaji [2 Pav],₹170
Cheese Butter Pav Bhaji,₹200
Paneer Pav Bhaji [2 Pav],₹200
Tomato Pav Bhaji,₹180
Tomato Cheese Pav Bhaji,₹210
Jain Pav Bhaji,₹180
Half Jain Pav Bhaji,₹170
Jain Cheese Pav Bhaji,₹210
Fruits Pav Bhaji,₹180
Fruits Cheese Pav Bhaji,₹210
Shiv Sagar Special Pav Bhaji,₹230
Khada Pav Bhaji,₹200
Khada Cheese Pav Bhaji,₹220
Toast Pav Bhaji,₹180
Jain Toast Pav Bhaji,₹170
Masala Pav [2 Pav],₹175
Cheese Masala Pav,₹210
Only Bhaji,₹150
Jain Only Bhaji,₹160
Khada Bhaji Only,₹180
Only Bhaji With Cheese,₹180
Plain Pav,₹15
Single Toast Pav,₹30
Single Butter Pav,₹20
Plain Pav,₹15
Toasted Butter Pav,₹30
Extra Cheese,₹30
Red Hot Garlic Chutney,₹50
Cheese Chatni Pav,₹140
Chatni Pav,₹90
Sabudana Vada,₹135
Potato Toast,₹150
Sweet Kachori,₹160
Sabudana Khichdi,₹160
Finger Chips,₹160
Puri Bhaji,₹160
Chole Bathure,₹265
Puri [1 Plate],₹85
Aamras Puri,₹250
Aamras,₹195
Single Bhature,₹80
Garlic Bread With Cheese,₹240
Flower Pakoda,₹170
Capsicum Pakoda,₹170
Methi Pakoda,₹190
Onion Pakoda,₹170
Mix Veg Pakoda,₹200
Paneer Pakoda,₹210
Cheese Pakoda,₹220
Tomato Salad,₹110
Kakadi Salad,₹110
Carrot Salad,₹120
Veg Green Salad,₹120
Russian Salad,₹160
Veg Raita,₹110
Boondi Raita,₹120
Pineapple Raita,₹140
Masala Dahi,₹120
Roasted Papad,₹40
Fry Papad,₹40
Masala Papad,₹75
Butter Garlic Chutney,₹70
Red Hot Chutney,₹30
Plain Curd,₹80
Gulab Jamun [2 Pieces],₹95
Hot Brownie,₹160
Choco Lava,₹170
Malai Kulfi [1 Slice],₹95
Kesar Kulfi [1 Slice],₹95
Kesar Pista [1 Slice],₹95
Three In One Kulfi,₹110
Malai Matka Kulfi,₹110
Kesar Pista Matka Kulfi,₹100
Vanilla,₹45
Kesar Pista Cup,₹50
Choco Chips Cup,₹50
Chocolate Cone,₹60
Dark Chocolate Cone,₹70
Sandwich Icecream,₹60
Vanilla Party Pack,₹170
Mango Party Pack,₹180
Butter Scotch Party Pack,₹180
Kaju Draksh Party Pack,₹200
Kesar Pista Party Pack,₹220
Rose Falooda,₹180
Kesar Falooda,₹180
Royal Falooda,₹200
Shiv Sagar Special Falooda,₹200
Kulfi Falooda,₹210
Pineapple Fruit Plate,₹190
Apple Fruit Plate,₹190
Watermelon Fruit Plate,₹190
Mixed Fruits Plate,₹210
Fruit Salad,₹190
Fruit Salad With Vanilla Ice Cream,₹210
Fruit Salad With Jelly,₹210
Fruit Salad With Jelly And Vanilla Ice Cream,₹220
Jelly,₹120
Jelly With Vanilla Ice Cream,₹160
Cheese Cherry Pineapple Plate,₹240
Rocco Barocco,₹270
Chocolate Choconut,₹250
Dilkush,₹260
Chikku Almond,₹250
Dry Fruits Cocktail,₹270
Bee Hive,₹250
Raja Rani,₹270
Shiv Sagar Special Bowl,₹280
Tiramisu,₹250
Chocolate Dad,₹260
Banana Split,₹250
Gadbad,₹260
Chocolate Brownie With Ice Cream,₹250
Duet,₹240
Vanilla Ice Cream,₹45
Mango Ice Cream,₹50
Chocolate Ice Cream,₹50
Butter Scotch Cup,₹50
Classic Chocobar,₹40
Mango Dolly,₹40
Rasberry Dolly,₹40
Aam Fruit Candy,₹50
Chocolate Cake (500 Ml),₹400
Butter Scotch Cake (500 Ml),₹350
Black Forest Pastry,₹100
Slice Casata,₹90
Strawberry Party Pack,₹170
Mosambi Juice,₹140
Orange Juice,₹150
Pineapple Juice,₹140
Ganga Jamuna Juice,₹150
Ganga Jamuna Saraswati Juice,₹150
Mara Mari Mosambi Juice,₹150
Mara Mari Pineapple Juice,₹140
Cocktail Juice,₹170
Apple Juice,₹180
Grapes Juice,₹160
Watermelon Juice,₹150
Dalam Juice,₹180
Fresh Lime Juice,₹90
Fresh Lime Soda,₹100
Strawberry Milk Shake,₹160
Chikku Milk Shake,₹170
Apple Milk Shake,₹180
Banana Milk Shake,₹180
Kesar Milk Shake,₹180
Rose Milk Shake,₹180
Mango Milk Shake,₹190
Sitafal Milk Shake,₹220
Watermelon Milk Shake,₹190
Shiv Sagar Special Dry Fruits Milk Shake,₹295
Sweet Lassi,₹115
Salted Lassi,₹115
Special Lassi,₹130
Butter Milk,₹90
Fresh Strawberry Milkshakes,₹220
Mango Lassi,₹130
Cold Coffee,₹120
Cold Coffee With Vanilla Ice Cream,₹150
Lemon Iced Tea,₹170
Peach Iced Tea,₹180
